r,m,P
38629570.0,1.1334366028315077e+33,1.9548376778461646e+27
38639570.0,1.133966143108593e+33,1.953406514494181e+27
38649570.0,1.1344956676684155e+33,1.9519762066016583e+27
38659570.0,1.1350251764019325e+33,1.9505467539014492e+27
38669570.0,1.1355546692001644e+33,1.9491181561261477e+27
38679570.0,1.1360841459541938e+33,1.9476904130080914e+27
38689570.0,1.1366136065551658e+33,1.9462635242793608e+27
38699570.0,1.1371430508942883e+33,1.9448374896717806e+27
38709570.0,1.1376724788628316e+33,1.9434123089169202e+27
38719570.0,1.1382018903521286e+33,1.9419879817460942e+27
38729570.0,1.138731285253575e+33,1.9405645078903628e+27
38739570.0,1.1392606634586291e+33,1.9391418870805328e+27
38749570.0,1.1397900248588119e+33,1.9377201190471578e+27
38759570.0,1.140319369345707e+33,1.936299203520539e+27
38769570.0,1.1408486968109608e+33,1.9348791402307252e+27
38779570.0,1.1413780071462827e+33,1.9334599289075148e+27
38789570.0,1.1419073002434446e+33,1.9320415692804548e+27
38799570.0,1.1424365759942814e+33,1.9306240610788417e+27
38809570.0,1.1429658342906907e+33,1.9292074040317233e+27
38819570.0,1.1434950750246332e+33,1.9277915978678975e+27
38829570.0,1.1440242980881321e+33,1.9263766423159142e+27
38839570.0,1.1445535033732741e+33,1.9249625371040755e+27
38849570.0,1.1450826907722083e+33,1.9235492819604357e+27
38859570.0,1.1456118601771471e+33,1.9221368766128027e+27
38869570.0,1.1461410114803658e+33,1.9207253207887378e+27
38879570.0,1.1466701445742027e+33,1.9193146142155572e+27
38889570.0,1.1471992593510592e+33,1.917904756620332e+27
38899570.0,1.1477283557033997e+33,1.9164957477298884e+27
38909570.0,1.1482574335237517e+33,1.9150875872708092e+27
38919570.0,1.148786492704706e+33,1.9136802749694335e+27
38929570.0,1.1493155331389162e+33,1.9122738105518575e+27
38939570.0,1.1498445547190995e+33,1.9108681937439359e+27
38949570.0,1.150373557338036e+33,1.909463424271281e+27
38959570.0,1.150902540888569e+33,1.9080595018592642e+27
38969570.0,1.1514315052636052e+33,1.9066564262330168e+27
38979570.0,1.1519604503561146e+33,1.9052541971174296e+27
38989570.0,1.1524893760591302e+33,1.9038528142371545e+27
38999570.0,1.1530182822657486e+33,1.9024522773166044e+27
39009570.0,1.1535471688691297e+33,1.901052586079954e+27
39019570.0,1.1540760357624964e+33,1.89965374025114e+27
39029570.0,1.1546048828391356e+33,1.8982557395538625e+27
39039570.0,1.1551337099923972e+33,1.8968585837115847e+27
39049570.0,1.1556625171156946e+33,1.8954622724475337e+27
39059570.0,1.1561913041025047e+33,1.8940668054847013e+27
39069570.0,1.1567200708463677e+33,1.8926721825458447e+27
39079570.0,1.1572488172408876e+33,1.8912784033534864e+27
39089570.0,1.1577775431797317e+33,1.8898854676299152e+27
39099570.0,1.158306248556631e+33,1.888493375097187e+27
39109570.0,1.15883493326538e+33,1.8871021254771247e+27
39119570.0,1.1593635971998367e+33,1.885711718491319e+27
39129570.0,1.1598922402539228e+33,1.88432215386113e+27
39139570.0,1.1604208623216236e+33,1.8829334313076856e+27
39149570.0,1.1609494632969882e+33,1.8815455505518842e+27
39159570.0,1.1614780430741292e+33,1.8801585113143937e+27
39169570.0,1.162006601547223e+33,1.8787723133156532e+27
39179570.0,1.1625351386105096e+33,1.8773869562758726e+27
39189570.0,1.163063654158293e+33,1.8760024399150342e+27
39199570.0,1.1635921480849407e+33,1.8746187639528921e+27
39209570.0,1.1641206202848841e+33,1.873235928108974e+27
39219570.0,1.1646490706526186e+33,1.8718539321025802e+27
39229570.0,1.1651774990827031e+33,1.8704727756527855e+27
39239570.0,1.1657059054697606e+33,1.8690924584784394e+27
39249570.0,1.166234289708478e+33,1.8677129802981663e+27
39259570.0,1.1667626516936056e+33,1.8663343408303662e+27
39269570.0,1.1672909913199584e+33,1.8649565397932155e+27
39279570.0,1.167819308482415e+33,1.8635795769046677e+27
39289570.0,1.1683476030759176e+33,1.862203451882453e+27
39299570.0,1.1688758749954731e+33,1.8608281644440794e+27
39309570.0,1.1694041241361519e+33,1.8594537143068343e+27
39319570.0,1.1699323503930885e+33,1.8580801011877832e+27
39329570.0,1.1704605536614815e+33,1.8567073248037714e+27
39339570.0,1.1709887338365936e+33,1.8553353848714242e+27
39349570.0,1.1715168908137516e+33,1.8539642811071476e+27
39359570.0,1.1720450244883464e+33,1.8525940132271285e+27
39369570.0,1.172573134755833e+33,1.851224580947336e+27
39379570.0,1.1731012215117307e+33,1.8498559839835214e+27
39389570.0,1.1736292846516226e+33,1.8484882220512181e+27
39399570.0,1.1741573240711564e+33,1.8471212948657436e+27
39409570.0,1.1746853396660438e+33,1.8457552021421988e+27
39419570.0,1.1752133313320609e+33,1.8443899435954695e+27
39429570.0,1.1757412989650479e+33,1.843025518940226e+27
39439570.0,1.1762692424609093e+33,1.8416619278909246e+27
39449570.0,1.1767971617156139e+33,1.840299170161807e+27
39459570.0,1.1773250566251948e+33,1.838937245466902e+27
39469570.0,1.1778529270857497e+33,1.8375761535200258e+27
39479570.0,1.1783807729934402e+33,1.8362158940347813e+27
39489570.0,1.1789085942444928e+33,1.8348564667245605e+27
39499570.0,1.1794363907351977e+33,1.8334978713025437e+27
39509570.0,1.1799641623619102e+33,1.8321401074817006e+27
39519570.0,1.1804919090210498e+33,1.8307831749747907e+27
39529570.0,1.1810196306091002e+33,1.829427073494364e+27
39539570.0,1.1815473270226099e+33,1.8280718027527614e+27
39549570.0,1.1820749981581918e+33,1.8267173624621152e+27
39559570.0,1.1826026439125232e+33,1.8253637523343493e+27
39569570.0,1.1831302641823461e+33,1.8240109720811808e+27
39579570.0,1.1836578588644669e+33,1.8226590214141194e+27
39589570.0,1.1841854278557568e+33,1.8213079000444684e+27
39599570.0,1.1847129710531513e+33,1.8199576076833252e+27
39609570.0,1.1852404883536505e+33,1.818608144041582e+27
39619570.0,1.1857679796543195e+33,1.8172595088299262e+27
39629570.0,1.1862954448522877e+33,1.8159117017588405e+27
39639570.0,1.1868228838447494e+33,1.8145647225386046e+27
39649570.0,1.1873502965289632e+33,1.813218570879294e+27
39659570.0,1.1878776828022529e+33,1.8118732464907827e+27
39669570.0,1.1884050425620066e+33,1.8105287490827414e+27
39679570.0,1.1889323757056773e+33,1.8091850783646397e+27
39689570.0,1.1894596821307829e+33,1.807842234045746e+27
39699570.0,1.1899869617349058e+33,1.806500215835128e+27
39709570.0,1.1905142144156933e+33,1.8051590234416537e+27
39719570.0,1.1910414400708576e+33,1.8038186565739913e+27
39729570.0,1.1915686385981756e+33,1.80247911494061e+27
39739570.0,1.1920958098954892e+33,1.8011403982497807e+27
39749570.0,1.1926229538607049e+33,1.7998025062095764e+27
39759570.0,1.1931500703917943e+33,1.7984654385278722e+27
39769570.0,1.1936771593867939e+33,1.7971291949123468e+27
39779570.0,1.1942042207438049e+33,1.7957937750704826e+27
39789570.0,1.1947312543609938e+33,1.7944591787095655e+27
39799570.0,1.1952582601365917e+33,1.7931254055366868e+27
39809570.0,1.1957852379688949e+33,1.791792455258743e+27
39819570.0,1.1963121877562644e+33,1.7904603275824354e+27
39829570.0,1.1968391093971266e+33,1.7891290222142725e+27
39839570.0,1.1973660027899726e+33,1.7877985388605695e+27
39849570.0,1.1978928678333586e+33,1.7864688772274483e+27
39859570.0,1.1984197044259059e+33,1.785140037020839e+27
39869570.0,1.1989465124663009e+33,1.78381201794648e+27
39879570.0,1.1994732918532951e+33,1.782484819709919e+27
39889570.0,1.200000042485705e+33,1.781158442016512e+27
39899570.0,1.200526764262412e+33,1.7798328845714258e+27
39909570.0,1.2010534570823632e+33,1.778508147079637e+27
39919570.0,1.2015801208445705e+33,1.777184229245934e+27
39929570.0,1.2021067554481109e+33,1.7758611307749154e+27
39939570.0,1.2026333607921268e+33,1.7745388513709928e+27
39949570.0,1.2031599367758257e+33,1.7732173907383898e+27
39959570.0,1.2036864832984802e+33,1.7718967485811432e+27
39969570.0,1.2042130002594283e+33,1.770576924603103e+27
39979570.0,1.2047394875580733e+33,1.7692579185079332e+27
39989570.0,1.2052659450938836e+33,1.767939729999113e+27
39999570.0,1.2057923727663929e+33,1.7666223587799358e+27
40009570.0,1.2063187704752002e+33,1.765305804553511e+27
40019570.0,1.20684513811997e+33,1.7639900670227643e+27
40029570.0,1.2073714756004318e+33,1.7626751458904373e+27
40039570.0,1.2078977828163806e+33,1.7613610408590891e+27
40049570.0,1.2084240596676769e+33,1.7600477516310965e+27
40059570.0,1.2089503060542463e+33,1.7587352779086542e+27
40069570.0,1.2094765218760801e+33,1.7574236193937755e+27
40079570.0,1.2100027070332348e+33,1.756112775788293e+27
40089570.0,1.2105288614258322e+33,1.754802746793859e+27
40099570.0,1.2110549849540598e+33,1.7534935321119456e+27
40109570.0,1.2115810775181704e+33,1.752185131443846e+27
40119570.0,1.2121071390184823e+33,1.750877544490674e+27
40129570.0,1.2126331693553793e+33,1.7495707709533657e+27
40139570.0,1.2131591684293106e+33,1.748264810532679e+27
40149570.0,1.2136851361407911e+33,1.7469596629291945e+27
40159570.0,1.2142110723904009e+33,1.745655327843316e+27
40169570.0,1.2147369770787859e+33,1.7443518049752714e+27
40179570.0,1.2152628501066576e+33,1.743049094025112e+27
40189570.0,1.2157886913747929e+33,1.7417471946927145e+27
40199570.0,1.2163145007840342e+33,1.7404461066777805e+27
40209570.0,1.2168402782352898e+33,1.739145829679837e+27
40219570.0,1.2173660236295334e+33,1.737846363398238e+27
40229570.0,1.2178917368678042e+33,1.7365477075321635e+27
40239570.0,1.2184174178512074e+33,1.735249861780621e+27
40249570.0,1.2189430664809135e+33,1.7339528258424456e+27
40259570.0,1.2194686826581589e+33,1.7326565994163008e+27
40269570.0,1.2199942662842454e+33,1.7313611822006787e+27
40279570.0,1.2205198172605408e+33,1.7300665738939005e+27
40289570.0,1.2210453354884785e+33,1.7287727741941173e+27
40299570.0,1.2215708208695576e+33,1.7274797827993102e+27
40309570.0,1.2220962733053428e+33,1.7261875994072912e+27
40319570.0,1.2226216926974648e+33,1.7248962237157037e+27
40329570.0,1.2231470789476199e+33,1.723605655422022e+27
40339570.0,1.2236724319575701e+33,1.7223158942235535e+27
40349570.0,1.2241977516291435e+33,1.7210269398174376e+27
40359570.0,1.2247230378642336e+33,1.7197387919006472e+27
40369570.0,1.2252482905647998e+33,1.7184514501699888e+27
40379570.0,1.2257735096328677e+33,1.7171649143221033e+27
40389570.0,1.2262986949705284e+33,1.715879184053466e+27
40399570.0,1.2268238464799387e+33,1.7145942590603872e+27
40409570.0,1.2273489640633216e+33,1.7133101390390134e+27
40419570.0,1.2278740476229659e+33,1.712026823685327e+27
40429570.0,1.2283990970612262e+33,1.7107443126951467e+27
40439570.0,1.228924112280523e+33,1.7094626057641287e+27
40449570.0,1.2294490931833428e+33,1.7081817025877665e+27
40459570.0,1.2299740396722379e+33,1.706901602861392e+27
40469570.0,1.2304989516498266e+33,1.7056223062801757e+27
40479570.0,1.2310238290187933e+33,1.7043438125391272e+27
40489570.0,1.2315486716818881e+33,1.7030661213330952e+27
40499570.0,1.2320734795419272e+33,1.701789232356769e+27
40509570.0,1.2325982525017928e+33,1.700513145304678e+27
40519570.0,1.2331229904644331e+33,1.699237859871193e+27
40529570.0,1.2336476933328623e+33,1.6979633757505264e+27
40539570.0,1.2341723610101605e+33,1.6966896926367322e+27
40549570.0,1.234696993399474e+33,1.6954168102237068e+27
40559570.0,1.2352215904040153e+33,1.6941447282051902e+27
40569570.0,1.2357461519270624e+33,1.6928734462747654e+27
40579570.0,1.23627067787196e+33,1.6916029641258595e+27
40589570.0,1.2367951681421184e+33,1.6903332814517442e+27
40599570.0,1.2373196226410142e+33,1.6890643979455356e+27
40609570.0,1.2378440412721903e+33,1.6877963133001954e+27
40619570.0,1.2383684239392553e+33,1.6865290272085314e+27
40629570.0,1.2388927705458841e+33,1.6852625393631974e+27
40639570.0,1.239417080995818e+33,1.6839968494566944e+27
40649570.0,1.239941355192864e+33,1.6827319571813706e+27
40659570.0,1.2404655930408954e+33,1.6814678622294216e+27
40669570.0,1.240989794443852e+33,1.680204564292892e+27
40679570.0,1.2415139593057393e+33,1.6789420630636748e+27
40689570.0,1.2420380875306293e+33,1.6776803582335116e+27
40699570.0,1.24256217902266e+33,1.6764194494939947e+27
40709570.0,1.2430862336860359e+33,1.675159336536566e+27
40719570.0,1.2436102514250274e+33,1.6739000190525185e+27
40729570.0,1.2441342321439713e+33,1.6726414967329957e+27
40739570.0,1.2446581757472707e+33,1.6713837692689933e+27
40749570.0,1.2451820821393946e+33,1.6701268363513589e+27
40759570.0,1.2457059512248788e+33,1.6688706976707924e+27
40769570.0,1.2462297829083251e+33,1.667615352917847e+27
40779570.0,1.2467535770944015e+33,1.6663608017829294e+27
40789570.0,1.2472773336878423e+33,1.6651070439563004e+27
40799570.0,1.2478010525934484e+33,1.6638540791280748e+27
40809570.0,1.2483247337160867e+33,1.6626019069882228e+27
40819570.0,1.2488483769606904e+33,1.6613505272265699e+27
40829570.0,1.2493719822322593e+33,1.660099939532797e+27
40839570.0,1.2498955494358593e+33,1.6588501435964423e+27
40849570.0,1.2504190784766229e+33,1.6576011391068998e+27
40859570.0,1.2509425692597487e+33,1.6563529257534212e+27
40869570.0,1.2514660216905018e+33,1.655105503225116e+27
40879570.0,1.2519894356742136e+33,1.6538588712109523e+27
40889570.0,1.2525128111162821e+33,1.6526130293997556e+27
40899570.0,1.2530361479221715e+33,1.6513679774802122e+27
40909570.0,1.2535594459974125e+33,1.6501237151408668e+27
40919570.0,1.2540827052476021e+33,1.6488802420701247e+27
40929570.0,1.2546059255784038e+33,1.6476375579562515e+27
40939570.0,1.2551291068955476e+33,1.6463956624873742e+27
40949570.0,1.2556522491048298e+33,1.645154555351481e+27
40959570.0,1.2561753521121134e+33,1.643914236236422e+27
40969570.0,1.2566984158233277e+33,1.6426747048299098e+27
40979570.0,1.2572214401444684e+33,1.64143596081952e+27
40989570.0,1.2577444249815976e+33,1.640198003892691e+27
40999570.0,1.2582673702408443e+33,1.6389608337367258e+27
41009570.0,1.2587902758284036e+33,1.637724450038791e+27
41019570.0,1.2593131416505373e+33,1.6364888524859188e+27
41029570.0,1.2598359676135736e+33,1.6352540407650052e+27
41039570.0,1.2603587536239073e+33,1.6340200145628128e+27
41049570.0,1.2608814995879999e+33,1.6327867735659702e+27
41059570.0,1.261404205412379e+33,1.6315543174609723e+27
41069570.0,1.2619268710036391e+33,1.6303226459341816e+27
41079570.0,1.2624494962684412e+33,1.6290917586718273e+27
41089570.0,1.2629720811135127e+33,1.627861655360007e+27
41099570.0,1.2634946254456477e+33,1.6266323356846863e+27
41109570.0,1.264017129171707e+33,1.6254037993317003e+27
41119570.0,1.2645395921986176e+33,1.6241760459867528e+27
41129570.0,1.2650620144333734e+33,1.6229490753354176e+27
41139570.0,1.265584395783035e+33,1.6217228870631387e+27
41149570.0,1.2661067361547295e+33,1.620497480855231e+27
41159570.0,1.2666290354556502e+33,1.61927285639688e+27
41169570.0,1.2671512935930578e+33,1.6180490133731433e+27
41179570.0,1.2676735104742789e+33,1.6168259514689504e+27
41189570.0,1.2681956860067073e+33,1.615603670369103e+27
41199570.0,1.2687178200978032e+33,1.614382169758276e+27
41209570.0,1.2692399126550932e+33,1.6131614493210175e+27
41219570.0,1.269761963586171e+33,1.6119415087417498e+27
41229570.0,1.2702839727986968e+33,1.610722347704769e+27
41239570.0,1.2708059402003975e+33,1.6095039658942465e+27
41249570.0,1.2713278656990665e+33,1.6082863629942285e+27
41259570.0,1.271849749202564e+33,1.6070695386886367e+27
41269570.0,1.2723715906188172e+33,1.6058534926612692e+27
41279570.0,1.2728933898558195e+33,1.6046382245958006e+27
41289570.0,1.2734151468216312e+33,1.6034237341757825e+27
41299570.0,1.2739368614243794e+33,1.602210021084644e+27
41309570.0,1.2744585335722579e+33,1.6009970850056914e+27
41319570.0,1.2749801631735272e+33,1.5997849256221104e+27
41329570.0,1.2755017501365145e+33,1.5985735426169648e+27
41339570.0,1.2760232943696137e+33,1.5973629356731976e+27
41349570.0,1.2765447957812855e+33,1.5961531044736317e+27
41359570.0,1.2770662542800574e+33,1.59494404870097e+27
41369570.0,1.2775876697745237e+33,1.5937357680377963e+27
41379570.0,1.2781090421733454e+33,1.5925282621665747e+27
41389570.0,1.27863037138525e+33,1.591321530769651e+27
41399570.0,1.2791516573190323e+33,1.5901155735292533e+27
41409570.0,1.2796728998835534e+33,1.5889103901274916e+27
41419570.0,1.2801940989877416e+33,1.5877059802463585e+27
41429570.0,1.2807152545405917e+33,1.5865023435677302e+27
41439570.0,1.2812363664511654e+33,1.5852994797733662e+27
41449570.0,1.281757434628591e+33,1.5840973885449104e+27
41459570.0,1.2822784589820642e+33,1.5828960695638912e+27
41469570.0,1.2827994394208467e+33,1.5816955225117217e+27
41479570.0,1.2833203758542677e+33,1.5804957470697006e+27
41489570.0,1.2838412681917229e+33,1.5792967429190123e+27
41499570.0,1.2843621163426749e+33,1.5780985097407273e+27
41509570.0,1.2848829202166531e+33,1.5769010472158033e+27
41519570.0,1.2854036797232539e+33,1.5757043550250848e+27
41529570.0,1.2859243947721402e+33,1.5745084328493042e+27
41539570.0,1.2864450652730422e+33,1.5733132803690813e+27
41549570.0,1.2869656911357567e+33,1.5721188972649247e+27
41559570.0,1.2874862722701473e+33,1.5709252832172323e+27
41569570.0,1.2880068085861444e+33,1.5697324379062905e+27
41579570.0,1.2885272999937458e+33,1.5685403610122758e+27
41589570.0,1.2890477464030155e+33,1.5673490522152555e+27
41599570.0,1.2895681477240848e+33,1.5661585111951863e+27
41609570.0,1.2900885038671517e+33,1.564968737631917e+27
41619570.0,1.2906088147424813e+33,1.5637797312051873e+27
41629570.0,1.2911290802604053e+33,1.562591491594629e+27
41639570.0,1.2916493003313226e+33,1.5614040184797663e+27
41649570.0,1.2921694748656988e+33,1.560217311540016e+27
41659570.0,1.2926896037740664e+33,1.5590313704546882e+27
41669570.0,1.2932096869670249e+33,1.5578461949029865e+27
41679570.0,1.2937297243552406e+33,1.5566617845640089e+27
41689570.0,1.294249715849447e+33,1.5554781391167473e+27
41699570.0,1.2947696613604441e+33,1.554295258240089e+27
41709570.0,1.2952895607990991e+33,1.5531131416128166e+27
41719570.0,1.2958094140763462e+33,1.551931788913608e+27
41729570.0,1.2963292211031863e+33,1.550751199821038e+27
41739570.0,1.2968489817906874e+33,1.5495713740135772e+27
41749570.0,1.2973686960499845e+33,1.5483923111695937e+27
41759570.0,1.2978883637922792e+33,1.5472140109673535e+27
41769570.0,1.2984079849288402e+33,1.5460364730850194e+27
41779570.0,1.2989275593710037e+33,1.5448596972006534e+27
41789570.0,1.299447087030172e+33,1.543683682992216e+27
41799570.0,1.2999665678178148e+33,1.5425084301375668e+27
41809570.0,1.300486001645469e+33,1.5413339383144647e+27
41819570.0,1.301005388424738e+33,1.5401602072005691e+27
